tea spot , 127 macdougal st. , between 3rd and 4th St , New York , NY , us , 10012
7West , 7 West 34th Street , Between 5th & 6th Avenues , New York , NY , us , 10001
Microsoft Office NYC - 6th Floor , 1290 Avenue of the Americas , 6th Floor, between 51st and 52nd , New York , NY , us , 10104
Sakia Atrium  , 120 Park Avenue , @ 42nd Street in front of GCS , New York , NY , us , 10165
Franchia (Korean, Vegetarian-Vegan) , 12 Park Avenue , Between 34th And 35th Streets , New York , NY , us , 10001
Animal Haven Adoption Center and Boutique   , 251 Centre Street  , (bet. Broome and Grand) , New York , NY , us , 10013
75 Prospect Street Building , 75 Prospect Street , Suite 102 , Huntington , NY , us , 11743
Cure of Ars Parish , 2323 Merrick Ave. , Msgr. Leonard Hall , Merrick , NY , us , 11566
Circle Line , Pier 83, West 42nd Street , 12th Avenue and West 42nd Street , New York , NY , us , 10036
German Consulate General , 871 United Nations Plaza , First Avenue at 49th Street , New York , NY , us , 10017
The Harlem Stage Gatehouse , 150 Convent Avenue , @135th Street , New York , NY , us , 10031
Bronx Museum of the Arts , 1040 Grand Concourse , South Bronx , Bronx , NY , us , 10456
St. Peters Church , 54th & Lexington Avenue , Music Room , New York , NY , us , 10022
Dipamkara Meditation Center , 301D East Main Street , Vineyard & East Main St , Port Jefferson , NY , us , 11777
Anthony's Lake Club , Vespucci Drive , (off Kenosia Avenue) , Danbury , CT , us , 06810
Ives Concert Park , Wsu University Blvd , 181 White Street , Danbury , CT , us , 06810
Hot Shots Grill Restaurant and Tap Room , 130 Mount Pleasant Road , Corner of Rts 25 & 6 , Newtown , CT , us , 06470
River Terrace Restaurant , 2 Beekman St , Route 9D , Beacon , NY , us , 12508
Tino's Country Manor , 101 Old Sawmill River Road , Across Rt. 9A from the Multi-Plex Movies , Hawthorne , NY , us , 10532
Doubletree Hilton Hotel - Tarrytown Grand Ball Room , 455 South Broadway , Route 9 , Tarrytown , NY , us , 10591
Tino's Country Manor , 106 Saw Mill River Road , On Route 9A across from the Multiplex Cinema's parking lot , Hawthorne , NY , us , 10532
Teddy's Lounge , The Holiday Inn , 1 Holiday Inn Drive , Mount Kisco , NY , us , 10549
VIVO! , 42 Lake Ave. , At the Maron Hotel , Danbury , CT , us , 06811
The Alley NY , 500 7th Ave , 17th Floor , New York , NY , us , 10018
Cafe Nicole , Holiday Inn Princeton , 100 Independence Way , Princeton , NJ , us , 08540
Crown Palace , 8 North Main Street , corner Rt 79 and School Road , Marlboro Township , NJ , us , 07746
Kaya's Kitchen , 1000 Main St. ,  (corner of 10th & Main) , Belmar , NJ , us , 07719
Scotto's Ristorante , 400 Abbington Dr , Twin Rivers , East Windsor , NJ , us , 08520
C.J. Garden Buffet , 19 Route 130 North , Town Center Plaza , East Windsor , NJ , us , 08520
AMC Theater , Bridgewater Commons , 400 Commons Way , Bridgewater , NJ , us , 08807
Kimchi Hana , 6101 Hadley Rd , Middlesex Mall , South Plainfield , NJ , us , 07080
First Wok Chinese Restaurant , 295 Princeton Hightstown Road , Southfield Shopping Center , West Windsor , NJ , us , 08550
TADA!  , 15 W 28th Street , (between 5th and 6th ave) , New York , NY , us , 10001
JONES BEACH STATE PARK  , FIELD 4 , Boardwalk Band Shell , Wantagh , NY , us , 11793
Roy Wilkins Recreation Center , 177 Street , Apt., suite,Baisley & Merrick boulevards, 115 Avenue , Queens , NY , us , 11430
Eisenhower Park , Field 5 , Cherry Picnic Campgrounds , East Meadow , NY , us , 11550
Eisenhower Memorial Park , Hempstead Tpke , East Meadow , Long Island , NY , us , 11558
Pulse Restaurant & Lounge , 45 Rockefeller Center, 3rd Floor , Third Floor , New York , NY , us , 10020
Green Spaces , 394 Broadway ,  5th Floor , New York , NY , us , 10013
Strategies For Wealth Creation and Protection Office , 140 Broadway , 22nd Floor , New York , NY , us , 10005
Media Training Room , 110 West 40th St Suite 203 , (Near Broadway and 6th Ave) , New York , NY , us , 10018
Strategies For Wealth Creation and Protection Office , 140 Broadway, 22nd Floor , New York, NY , New York , NY , us , 10005
Klimat , 77 E 7th St , Between 1st & 2nd Aves. , New York , NY , us , 10003
Brennan's Shebeen Irish Bar & Grill , 2652 Fairfield Avenue , Black Rock , Bridgeport , CT , us , 06605 
Twin Brooks Park , 20 Daniels Farm Road , 41.2464,-73.1967 , Trumbull , CT , us , 06611
The Delancey , 168 Delancey St , btw Clinton & Attorney , New York , NY , us , 10001
Walkerspace , 46 Walker Street, TriBeCa , 2 blocks south of Canal between Church and Broadway , NYC , NY , us , 10013
City College of New York , 160 Convent Avenue , NAC Bldg Rm TBA , Harlem , NY , us , 10031
Luigi's Ristorante  , 347 North County Line Road , Cooks Bridge Shopping Center , Jackson , NJ , us , 08527
Kazia's Anime Cafe , 1358 Route 36 , Airport Plaza , Hazlet , NJ , us , 07730
Jefferson Market Library , 425 6th Avenue , [at 10th St] , New York , NY , us , 10011
CUNY College of Staten Island (Building 1P) , 2800 Victory Boulevard , Recital Hall, The Center for the Arts , Staten Island , NY , us , 10314
Holley Plaza, Washington Sq. Park , Washington Square Park , (west of fountain) , New York , NY , us , 10012
Benjamin N. Cardozo School of Law , Brookdale Center – Rm. 423 , 55 Fifth Avenue @ 12th Street , New York , NY , us , 10003
Warren Weaver Hall NYU , 251 Mercer Street , Rm 109 , New York , NY , us , 10012
Ukrainian East Village Restaurant , 140 2nd Ave , bet 8th / 9th Sts , New York , NY , us , 10003
Gen. Chauncey Hooper Towers , 10 W 138 St , (off 5th Ave) , New York , NY , us , 10037
New York University: Courant Institute of Mathematical Sciences , 251 Mercer St , (between 3rd and 4th Streets) , New York , NY , us , 10012
Warren Weaver Hall , 251 Mercer Street , Room 102 , New York , NY , us , 10012
NYU , 251 Mercer St , Rm 201 , New York , NY , us , 10012
Brooklyn Public Library , Central Library , Grand Army Plaza , Brooklyn , NY , us , 11222
55 Broad St. , 55 Broad St , 10th Floor , New York , NY , us , 10004
Press Lounge @ Ink48 Hotel , 653 11th Avenue , At W. 48th Street  , New York , NY , us , 10036
1633 Broadway , 1633 Broadway , 25th Floor, Conf Room D , New York , NY , us , 10019
Microsoft Offices, 6th floor , 1290 Avenue of the Americas , between 51st and 52nd Streets , New York , NY , us , 10019
Plainsboro Library , 9 Van Doren Street , see website for detailed map / directions , Plainsboro , NJ , us , 08536
Staten Island Ferry , 4 South St , South Street and Whitehall , NY , NY , us , 10004
Yemen Cafe & Restaurant , 176 Atlantic Ave , (Between Clinton & Court St.) , Brooklyn , NY , us , 11201
Galapogos Art Space , 70 North 6th Street , between Kent and Wythe , Brooklyn , NY , us , 11211
Club Midway , 25 Avenue B , (btwn 2nd St & 3rd St) , New York , NY , us , 10009
LUNA LOUNGE , 361 Metropolitan Avenue , http://lunalounge.com/ , Brooklyn , NY , us , 11211
Mercury Lounge , 217 E Houston St , Between Ludlow & Essex Streets , New York , NY , us , 10002
Angels and Kings , 500 E 11th St , (Near Avenue A) , New York , NY , us , 10009
The Living Room , 154 Ludlow Street , Bet. Rivington & Stanton Sts. , New York , NY , us , 10002
Sattelite Lounge , 143 Havemeyer St  , (between 1st St & 2nd St)  , Brooklyn , NY , us , 11211
Theater at Madison Square Garden , 4 Penn Plaza , (33rd and 7th Avenue) , New York , NY , us , 10001
Glasslands Gallery , 289 Kent Ave , @ South 1st , Brooklyn , NY , us , 11211
Radio City Music Hall , 1260 Avenue of the Americas (6th Ave) , (Btw 50th and 51st) , New York , NY , us , 10020
Knitting Factory , 361 Metropolitan Ave. , (at Havemeyer St.) , Brooklyn , NY , us , 11211
PIER 54 , 11 Avenue and West 14 Street , Hudson River Park , New York , NY , us , 10014
Fontana's , 105 Eldridge St. , (Bet. Grand St. and Broome St.) , New York , NY , us , 10002
Brooklyn Night Bazaar , 45 North 5th Street , (between Wythe and Kent Ave) , Brooklyn , NY , us , 11211
Starbucks , Church St and Park South , The Siena Building , Montclair , NJ , us , 07042
Music Together , 404 Bloomfield Ave , (next to Sesame) , Montclair , NJ , us , 07042
Panera Bread, Montclair , 15 Bloomfield Ave , New Yorkers: www.NJTransit.org train (35 mins) to  Bay St Station, then walk 1 block , Montclair , NJ , us , 07042
Parlor Steakhouse , 1600 3rd Ave , (between E 89th St & E 90th St)  , New York , NY , us , 10128
Van Cortlandt Park , 242 Street , Last stop on the 1 train , Bronx , NY , us , 10704
Van Cortlandt Park - Tortoise & Hare Statue , 6087 Broadway , Across the street from Lloyd' Carrot Cake, which is at 6087 Broadway, 0.3mi north of 242 St Station. , Bronx , NY , us , 10471
Coogan's , 4015 Broadway , Betw 169th & 170th Streets , New York  , NY , us , 10032
181 Cabrini  , 854 W. 181st Street , @ Cabrini St. , New York , NY , us , 10033
Lillies , 13 E 17th St , Between broadway and Fifth , New York , NY , us , 10003
The Producer's Club , 358 West 44th Street , (btwn. 8th & 9th Ave.) , New York , NY , us , 10036
Van Cortlandt Park , Tortoise and Hare Statue , 6115 Broadway , Bronx , NY , us , 10471
Midland Beach , Seaside Blvd , between Seaview and Lincoln Aves , Staten Island , NY , us , 10301
ROOSEVELT ISLAND , 455 Main Street , Riverwalk Commons , New York , NY , us , 10044
Homes for the Homeless , 50 Cooper Square , 4th Floor , New York , NY , us , 10003
The Stumble Inn , 1454 Second Ave. , at 76th St. , New York , NY , us , 10001
Armory Track , 216 Ft. Washington Ave , (168th Street) , New York , NY , us , 10032
Water'sEdge , 4-01  44th Dr , Long Island City , Queens , NY , us , 11691
Kensington Stables , 51 Caton Pl. , (Near East 8th Street) , Brooklyn , NY , us , 11218
Karaoke Shout  , 32-46 Steinway St. , Off Steinway stop on the M/R line , Astoria , NY , us , 11101
BREAK Bar & Billiards , 32-04 Broadway , (Between 32nd & 33rd St.) , Long Island City , NY , us , 11101
Creative Wellness LLC , 44-02 11th street , Suite 308 , Long Island City , NY , us , 11101
Lunasa Bar , 126 1st Ave , New York, NY , New York , NY , us , 10018
Woodwork Soccer Bar , 583 Vanderbilt Ave , at Dean Street , Brooklyn , NY , us , 11238
Citigroup Center lower level Atrium , 153 East 53rd Street  , btw Lexington & 3rd Aves; 3 Entrances: Lexington Ave, 53rd St & 54th St , New York , NY , us , 10022
RAMAPO MOUNTAIN STATE FOREST PARK , SKYLINE DRIVE , LOWER LOT , Oakland , NJ , us , 07436
58th Street and 8th Avenue, SW corner , 58th Street and 8th Avenue, SW corner , In front of Duane Reade , New York , NY , us , 10019
Anthology Film Archives , 32 Second Ave. , (at E. 2nd St.) , New York , NY , us , 10003
Tent & Trails , 21 Park Pl , (between B'way and Church St.) , New York , NY , us , 10007
Lincoln Plaza Cinemas , 1886 Broadway , (bt 62nd / 63rd Sts) , New York , NY , us , 10023
TRIBECA CINEMAS , 54 VARICK STREET , @ Laight Street,1 block below Canal Street , NEW YORK , NY , us , 10013
Hiro Ballroom and Lounge at the Maritime Hotel , 88 Ninth Ave  , (btn 16th and 17th St) , New York , NY , us , 10011
Chelsea , 6 avenue , b/t 29th and 30th , New York , NY , us , 10001
Tuxedo Train Station , 240 Route 17 , Coordinate  +41° 11' 37.54", -74° 11' 4.31" (41.193760, -74.184530) , Tuxedo , NY , us , 10987
Regal Union Square Stadium 14 Theater! , 850 Broadway , (between 13th & 14th Streets) , NYC , NY , us , 10003
Minnewaska State Park Preserve , 5281 Rte 44 55 , (at the info board on top of the grassy hill) , Kerhonkson , NY , us , 12446
Forest Park - The Overlook , Park Lane and Union Turnpike , (3 blocks south of Queens Boulevard on Union Turnpike) , Kew Gardens , NY , us , 11415
Borough Hall Station , (2, 3, M & R Trains) , Front of the Supreme Court , Brooklyn , NY , us , 11201
Fort Tryon Park , Fort Washington Ave, 190th St , Take A train and exit off on 190st station and take elevator to street, I'll be at the top , New York , NY , us , 10001
NY Botamical Garden , Entrance Gate , Near Metro-North Railroad Station , Bronx , NY , us , 10458
Hamilton Park , 1 Hudson Place , Weehawken, NJ , Weehawken , NJ , us , 07086
Battery Park , Battery Park , and State Street , New York , NY , us , 10004
Coney Island - Stillwelll Ave Station , D, F, N & Q trains,  , Meetup inside the station near the exit on Surf Avenue , Brooklyn , NY , us , 11224
TIME WARNER CENTER , 10 COLUMBUS CIRCLE , 59th street at Coumbus Circle , New York , NY , us , 10023
Carnival , 110 University Place , between 12th and 13th Streets , New York , NY , us , 10003
THE SKYROOM , 330 West 40th Street  , 33rd and 34th Floors , New York , NY , us , 10018
Pier 78 , West 38th Street , Hudson River , New York , NY , us , 10036
Crocodile Lounge , 325 East 14th st , 1st & 2nd Ave , New York , NY , us , 10003
Gantry Plaza State Park , 474 48th Ave , walk straight down 48th Ave until you reach the pier , Long Island City , NY , us , 11109
Empire Hotel Rooftop Lounge , West 63rd and Broadway  , across from Lincoln Center , New York , NY , us , 10023
Webster Hall (The center of the Universe) , 125 East 11th Street , Between 3rd & 4th Ave , New York , NY , us , 10003
Chess & Checkers House Visitor Center, ,  Center Drive, Manhattan, NY  , 64th street, middle of the park , New York , NY , us , 10019
Hungarian Pastry Shop , Amsterdam Ave. , between 110 - 111th Streets , New York , NY , us , 10025
PIE By the Pound , 124 4th Avenue  , between 12th and 13th st.   , New York , NY , us , 10003
Patriot's Park , Route 9 , in between College Ave and Wildey St , Tarrytown , NY , us , 10510
Great Hunger Memorial , Off the Saw Mill River Parkway , Between Ardsley Road and entrance to 87 Thruway , ardsley , NY , us , 10502
TACT Studio , 900 Broadway, Suite 905 , (Betw. 19th and 20th Streets) , New York , NY , us , 10003
Rutger University's Scott Hall , 43 College Avenue , College Avenue Campus, Rutgers University , New Brunswick , NJ , us , 08901
The Vault , 225 E. Houston St. , corner of Essex St./ Ave. A , NYC , NY , us , 10002
Montclair Art Museum , 3 South Mountain Ave , Building Faces Wholefoods Market on Bloomfield Ave , Montclair , NJ , us , 07042
Trump International Hotel & Tower , 1 Central Park West , Conference Room , New York , NY , us , 10023
Lotus Music and Dance Studio , 109 West 27th Street , 8th Floor , New York , NY , us , 10001
Adrienne Resnick LCSW-R, ACSW , 239 North Broadway , Suite 6 , Sleepy Hollow , NY , us , 10591
10gen , 229 West 43rd Street , 5th Floor , New York , NY , us , 10036
WeWork Soho West , 175 Varick Street , 8th floor (Enter on Charlton St. through the black WeWork door)  , New York , NY , us , 10014
Cake Shop , 152 Ludlow Street , Btwn: Stanton & Rivington street , New York , NY , us , 10002
Fat Cat Billards , 75 Christopher Street , (7th Ave)  , New york City  , NY , us , 10014
Empire Szechuan Village , 173 7th Ave South  , Between Perry St & 11th Street , New York , NY , us , 10014
Central Seafood , 285 N Central Ave , (Best Buy is in This shopping Center) , Hartsdale , NY , us , 10530
Stone Creek Bar and Lounge , 104 East 27th Street , Between 3rd and Lexington , New York , NY , us , 10016
Google , 111 8th Ave., -->> 10th Floor <<--  , Entrance is from the __8th Ave__ side of the building, by 15th Street , New York , NY , us , 10011
Bxl Cafe , 125 W 43rd St , New York , New York , NY , us , 10036
hakia, Inc. , 39 Broadway , Floor 33 , New York , NY , us , 10006
Oracle , 101 Park Ave - Floor 4 , 41st and Park Ave. , New York , NY , us , 10017
Porter Novelli , 75 Varick Street , 6th Floor , New York , NY , us , 10013
Hilton Hotel   , 333 O'Farrell Street , Imperial A , San Francisco  , CA , us , 94102
Memorial Sloan-Kettering Cancer Center , 430 East 67th Street , Rockefeller Research Laboratories - Room RRL-116 , New York , NY , us , 10065
LingPIpe , 181 North 11th St,  , #401 , Brooklyn , NY , us , 11211
New York's Hotel Pennsylvania , 401 7th Ave 33rd St & 7th Ave , PennTop North -18th , New York , NY , us , 10001
KONA , 60 W 23RD Street , Conference Room 4Fl , New York , NY , us , 10010
AOL HQ , 770 Broadway 6th Floor , B'way & 9th St. Use entrance on 9th St. , New York , NY , us , 10003
Qube Lounge , 3 Speedwell Avenue , Hyatt Hotel Morristown , Morristown , NJ , us , 07960
Scandinavia House , 58 Park Avenue , Between 37th & 38th Street , New York , NY , us , 10016
Le Pain Quotidien , 1270 1st Ave , b/w 68th & 69th St's , New York , NY , us , 10021
Church of the Intercession , 550 West 155 Street  , (on Broadway) , New York , NY , us , 10032
Kinokuniya Bookstore , 1073 Avenue of the Americas , Bet. 40th and 41st St. , New York , NY , us , 10018
The Auld Shebeen Irish Pub , 1401 Route 10 East , ( Inside the Hanover Marriott ) , Whippany , NJ , us , 07981
STAY Lounge ,  244 E Houston Street  , Between Ave A and B , New York , NY , us , 10009
Amber , 432 6th Ave  , btw W. 9th and W 10th St , NYC , NY , us , 10011
West 3rd Common , 1 West 3rd St.  , (btw Broadway and Mercer) , New York , NY , us , 10012
Our Office , 315, 5th Avenue , 10th Floor , New York , NY , us , 10016
Chill Lounge , 329 Lexington Ave , bet. 38th & 39th Sts. , New York , NY , us , 10016
NEW YORK BLOOD CENTER , 153 EAST 53RD ST.  , 3RD / LEX , New York , NY , us , 10001
Cafe Bar , 3290 36th Street , @ 34th Avenue , Astoria , NY , us , 11103
The Stone Creek Lounge , 140 E 27th St , Between 3rd and Lexington Avenues , New York , NY , us , 10001
Duet Karaoke , 53 W 35th St. , @ 6th Ave.  , NY , NY , us , 10018
California Pizza Kitchen , 201 E 60th St , (at 3rd Ave) , New York , NY , us , 10022
Lips NYC , 227 E. 56th Street , 2nd and 3rd Ave , New York , NY , us , 10022
NEW YORK BLOOD BANK , 310 EAST 67TH STREET  , BETWEEN 1ST / 2ND AVE. , New York , NY , us , 10065
Loreley , 7 Rivington Street , (at Bowery - btw Prince & Spring St) , New York , NY , us , 10002
Opia Restaurant , 130 E. 57th Street  , (Near Lexington Avenue) , New York, NY , NY , us , 10155
Rosa Mexicano , 61 Columbus Avenue  , at 62nd street , New York , NY , us , 10023
Audrey Lounge & Cafe St Giles Hotel , 130 East 39th Street  , Between Lexington and Park Avenue  , New York , NY , us , 10016
39th & Lex , 39th St. & Lexington Ave. , Southwest corner , New York , NY , us , 10016
Central Park West , West 59th Street , by the monument at the entrance to Central Park's South-West corner (Columbus Circle) , New York , NY , us , 10001
Central Park , Columbus Circle , 59th Street and CPW , New York , NY , us , 10001
Whole Foods Market , 95 E Houston St , (Bet. 2nd Ave. and Bowery) , New York , NY , us , 10002
East West Books , 78 5th Ave , b/t 13th and 14th , New York , NY , us , 10011
The Sugar Bar , 254 W 72nd St , West End Avenue , New York , NY , us , 10023
The Aurora  , 475 W 57th Street , 2nd Floor , New York , NY , us , 10019 
Talking Alternative , www.TalkingAlternative.com , On Your Computer , New York , NY , us , 10001
PS. 11M, William T Harris , 320 West 21 ST , Between 8th & 9th Avenue , New York , NY , us , 10021
Red Lion , 151 Bleecker St , NY , New York , NY , us , 10012
REMOTE LOUNGE , 327 BOWERY , BET 2ND/3RD STREET , New York , NY , us , 10001
Bowery Poetry Club , 308 Bowery , bet houston and bleeker , New York , NY , us , 10012
Stout NYC , 133 WEST 33RD ST , NY, NY , New York , NY , us , 10001
The Palour , 250 W. 86th St. (Broadway) , New York, NY , New York , NY , us , 10001
Slainte , 304 Bowery , New York , New York , NY , us , 10001
Red Sky , 47 E29TH STREET , Betn Park and Madison Ave. , New York , NY , us , 10010
Giants Stadium , Meadowlands , Nj , East Rutherford , NJ , us , 07073
Red Lion , 151 Bleecker St. (Thompson St.) , Greenwich Village , New York, NY , NY , us , 10012
The Kinsale Tavern , 1672 3rd Ave , (b/w 93rd & 94th Streets) , New York , NY , us , 10128
Eight Mile Creek , 240 Mulberry St , (Between Prince & Spring Streets) , NYC , NY , us , 10012
McCormack's , 365 Third Ave. , (between 26th & 27th St.) , New York , NY , us , 10016
Slainte Bar & Lounge , 304 Bowery , (between Bleecker & Houston) , New York , NY , us , 10012
Tonic East , 411 3rd Ave, (Corner of 29th St.)  , New York , New York , NY , us , 10016
TONIC TIMES SQUARE , 727 7th Ave  , Between 48th and 49th Streets , New York , NY , us , 10019
Tonic Bar & Restaurant - Times Square , 727 7th Avenue , 48/49th Street , New York City , NY , us , 10019
Houndstooth Pub , 520 8th Avenue , SE Corner of 37th/8th , New York , NY , us , 10001
Von Bar/Lounge , 3 Bleecker st. Bowery , Btwn Elizabeth & Bowery on Bleecker , NYC , NY , us , 10035
PJ Clarkes on the Hudson , 4 World Financial Ctr , At Vesey on North Cove Marina , New York , NY , us , 10281
Sweet Carolines Dueling Piano Bar , 322 W 45th St , Between 8th and 9th Ave , New York , NY , us , 10036
Wingate Field , Brooklyn Ave  , Rutland Road and Winthrop Ave , Brooklyn , NY , us , 11201
Meet at Clock at center of Grand Central Terminal Main Hall , Grand Central Terminal , 42nd St and Park Ave , New York , NY , us , 10017
crocodile lounge , 325 e. 14th st. , b/w 1st and 2nd ave , New York , NY , us , 10001
Sara D. Roosevelt Park , East Houston Street and Chrystie Street , [On East Houston Street] , New York , NY , us , 10003
Beauty Bar , 231 14th Street , Two blocks east of Union Sq. , New York , NY , us , 10001
Cantiague Park , 480 W John St , Hicksville , Hicksville , NY , us , 11801
IBM Open Space Sculpture Garden , 590 Madison Avenue , (at 56th & Madison) , New York , NY , us , 10022
Ido Holistic Center  , 22E  49th Street -  ,    - 3th FLOORbetween Madison and 5th   , New York , NY , us , 10017
A.R.E. NYC Center , 241 West 30 Str , btwn 7 & 8 Ave Ste 102 ( 2nd floor ) , New York , NY , us , 10001
Ruby Lounge , 1 Rte 46 West , inside the Holiday Inn , Totowa , NJ , us , 07512
Radiance Tea House , 158 West 55th Street , (betw. 6th & 7th Avenues) , New York , NY , us , 10019
Zeppelin Hall  , 285 Grand St , At 88 Liberty View Drive , Jersey City , NJ , us , 07305
Washington Crossing State Park , 355 Washington Crossing-Pennington Road  , Open Air Theatre - follow signs , Titusville , NJ , us , 08560
Bull's Island boat launch , 2185 Daniel Bray Hwy , N 40 24.4529 W 075 02.0985 , Stockton , NJ , us , 08559
Lewis Morris Park , Mendham Road , Morristown , Morristown , NJ , us , 07960
Ramapo Mountain State Park , 150 Skyline drive , Upper parking lot , Oakland , NJ , us , 07436
Reeves Meadow Visitor Center , Seven Lakes Drive , Harriman State Park , Sloatsburg  , NY , us , 10974
Van Cortlandt Park , 242nd St & Broadway , (Van Cortlandt Park stop on subway 1) , Bronx , NY , us , 10471
Peter Norton Symphony Space , Peter Jay Sharp , 2537 Broadway (95th Street) , New York , NY , us , 10029
New York Society for Ethical Culture , 2 West 64th Street , (At Central Park West) , New York , NY , us , 10023
The Great Lawn (south end) , Central Park , at about 81st street in the center of Central Park , New York City , NY , us , 10024
Grove Pointe Media Room , 100 Christopher Columbus Drive , 7th floor in the Grove Pointe Club  , Jersey City , NJ , us , 07302
Strategies for Wealth , 800 Westchester Avenue , Suite N409 , Rye Brook , NY , us , 10573
Met Museum of Art , 82nd Street and 5th Avenue New York, NY 10001 , NY , New York , NY , us , 10028
MADAME X LOUNGE , 94 West Houston Street , Between Thompson Street and LaGuardia Street , New York , NY , us , 10012
Lucky Jack's , 129 Orchard Street , between Rivington & Delancey Streets , New York , NY , us , 10002
Vesta , 390 8th Ave , Between 29th & 30th Streets , New York , NY , us , 10001
CONTINENTAL , 25 Third Avenue  , (between St. Marks Place & 9th St.) , new york  , NY , us , 10001
The Five Spot Supper Club , 459 Myrtle Ave , CLINTON HILL BROOKLYN,NY , Brooklyn , NY , us , 11205
Japas 38 , 9 E 38th St , between 5th and Madison , NY , NY , us , 10016
AMC Program Center at West Side YMCA , 5 West 63 St.  , Suite 220 , New York , NY , us , 10023
Brooklyn Bridge entrance , City Hall Station (#4/#5/#6) , Pace University Side , Manhattan , NY , us , 10014
Brooklyn Borough Hall , 209 Joralemon Street , (Court St & Remsen St) , Brooklyn , NY , us , 11201
Englewood Boat Basin , Hudson River , Ross Dock Picnic Area , Englewood , NY , us , 07631
EMS Soho , 530 Broadway               , (Spring & Broadway) , NY , NY , us , 10012
In front of Burger King , West side of Broadway , north of the 242nd St. 1 train stop. , New York , NY , us , 10001
PIERMONT LIBRARY , 25 Flywheel Park West , piermontlibrary.org , PIERMONT , NY , us , 10968
Newbury Elementary , 179 Newbury Road ,  School Cafeteria  , Howell , NJ , us , 07731
Please RSVP to Elizabeth DiLauro  , National Conference Center Holiday Inn , 399 Monmouth Street , East Windsor , NJ , us , 08520
Ocean County Library, Toms River Branch , 101 Washington St , Toms River, NJ , Toms River , NJ , us , 08753
Angelika Film Center  , 18 W. Houston Street , (at Mercer St.) , New York , NY , us , 10012
Peter Norton Symphony Space , 2537 Broadway , (@ 95th Street) , NYC , NY , us , 10025
Northampton Township Library , 25 Upper Holland Rd , Bucks County , Richboro, Bucks County , PA , us , 18954
Yardley Park and Ride , Taylorsville Rd , Next to I95 , Yardley , PA , us , 19067
Microsoft , 1290 Avenue of the Americas , 6th Floor , New York , NY , us , 10019
Astoria Park , 21st & Astoria Blvd , Entrance Of Park , Astoria , NY , us , 11370
The Oak Room at The Plaza , 10 Central Park S. , Plaza Hotel,  (bet. 5th & 6th Aves.)  , Manhattan , NY , us , 10019
Fig & Olive (Midtown) , 10 E. 52nd street  , between 5th and Madison , New York , NY , us , 10022
Governors Island Ferry Terminal  , South Ferry , South Street & Whitehall Street , New York , NY , us , 10004
Queens Archery Supplies , 170-20 39th Avenue , Btwn 170th & 171st Street , Flushing , NY , us , 11358
C & B Archery , 11 Commercial St , Hicksville, NY , Hicksville , NY , us , 11801
Eden Nightclub / Lounge , 760 8th Ave  , Between 46th and 47th Streets , New York , NY , us , 10036
 Fort Washington Park Tennis Courts , 170th Street off the Hudson River , On-Court , New York , NY , us , 10032
Whiskey Park  , 100 Central Park South , Off 6th Avenue under Trump , New York , NY , us , 10019
American Legion Hall , 16 Orange Turnpike , (northern part of Tuxedo) , Southfields , NY , us , 10975
Jivamukti Cafe , 841 Broadway, 2nd floor, between 13th an , NY, NY , New York , NY , us , 10003
Ft Tryon Park , Margaret Corbin  , A train to 190th Street , New York  , NY , us , 10040
Trader Joes (former Independance Bank Building) , 130 Court St , (SW corner of Atlantic Avenue & Court Street, under the Clock) , Brooklyn , NY , us , 11201
Starbucks , 112 Montague St , between Henry & Hicks Streets , Brooklyn , NY , us , 11201
Katwalk , 2 West 35th Street , (Corner of 5th Avenue) , New York , NY , us , 10018
FOLEY ART GALLERY , 548 W 28th Street, 2nd floor  , (Between 10-11 Avenue) , New York , NY , us , 10001
Santos Party House , 100 Lafayette , Between Walker and White St. near Canal St , Manhattan , NY , us , 10013
Prospect Park Bandshell , Prospect Park West at 9th St. , Enter at 9th St. Entrance. , Brooklyn , NY , us , 11215
Courtyard By Marriott , 865 Broadhollow Rd , (Rt 110) , Farmingdale , NY , us , 11735
Rene Alkalay , Genesis House , 60 Woodcrest Lane , Middle Smithfield , PA , us , 18301
Nelson Blue , 233-235 Front St , (cnr Peck Slip) , New York , NY , us , 10019
Valhalla , 815 9th Ave , (between 53rd St & 54th St) , New York , NY , us , 10019
South Street Seaport , Pier 17 , (Between Fulton & Beekman Streets) , Manhattan, NYC , NY , us , 10038
Ninja New York , 25 Hudson St  , (between Duane St & Reade St)  , New York , NY , us , 10013
Braai South African BBQ & Grill , 329 West 51st Street , Between 8th & 9th Avenues , New York , NY , us , 10019
Stella Restaurant , 213 Front St. , South Street Seaport , New York City , NY , us , 11201
a casa fox , 173 Orchard Street , at Stanton Street , New York , NY , us , 10002
gossip bar & restaurant , 733 9th ave  , between 49th & 50th sts , manhattan , NY , us , 10019
Ruby Foo's Times Square , 1626 Broadway , Broadway @ 49th , New York , NY , us , 10019
New York Hilton , Avenue of the Americas , 53rd Street , New York , NY , us , 10013
The Globe , 158 E 23rd St , between Lexington and 3rd Ave , New York , NY , us , 10010
New York Institute of Technology (NYIT) - Old Westbury Campus , Northern Boulevard & Valentines Lane , Room 308-310 of the Anna Rubin Hall or "300" Building , Old Westbury , NY , us , 11568
Le Pain Quotidien , 124 Seventh Avenue , (Between 17th - 18th St's.) , New York , NY , us , 10011
Mendy's , 61 East 34th Street , Between Madison & Park , New York , NY , us , 10016
