,word1,word2,label
989,binxu,upamAH,B
990,woya,XAriNe,T
991,saM,mawwAH,T
992,nir,apekRaH,B
993,naRta,inxriyasya,B
994,mUDa,grAheNa,T
995,puNya,karmANaH,B
996,a,vyasanI,T
997,vipra,XarmaH,T
998,prApwa,avakASA,B
999,newra,hInaH,T
1000,RodaSa,guNaM,T
1001,sa,roRaM,B
1002,rakRas,aXaH,T
1003,aBi,sawkqwaH,T
1004,xakRiNa,ayanam,T
1005,lelihaw,vakwraM,B
1006,wrayI,mUrwwi,T
1007,pariNAma,muKI,B
1008,uwwama,wejasaH,B
1009,karpUra,xvIpaH,T
1010,sa,avaSeRam,B
1011,cakra,AyuXaH,B
1012,Svewa,veRtanAH,B
1013,waw,pApaM,T
1014,Rat,paxEH,B
1015,sa,saMBramam,B
1016,Arjana,Axi,B
1017,janArxana,sahAyasya,B
1018,sapwa,xaSaM,B
1019,na,uwwareNa,T
1020,su,puRpiwaH,T
1021,pari,vqwA,T
1022,a,suKA,B
1023,sa,kalAH,B
1024,kqRNa,mawiH,B
1025,sva,mahimAnam,T
1026,na,sahAyAn,B
1027,Enxra,agnena,T
1028,Xarma,Awmani,T
1029,sa,xArasya,B
1030,kArwwajFya,mana,T
1031,sa,aFjaliH,B
1032,kalyANakataka,vAswavyaH,B
1033,ni,rguNe,A
1034,a,safGAwavanwam,T
1035,praSama,kAraNam,T
1036,saw,guNAH,T
1037,nAnA,praharaNEH,T
1038,smiwa,maXurAm,D
1039,kqwa,aXIwi,B
1040,Xarma,SIlasya,B
1041,Sruwi,paWe,T
1042,xakRiNa,xiSi,T
1043,Bagavaw,puram,T
1044,xAna,vIraH,T
1045,na,uwwamAm,B
1046,su,parIkRiwEH,T
1047,baxZXa,aFjaliM,B
1048,nir,vqwwaH,T
1049,sawya,saMkalpaH,B
1050,alpa,meXasaH,B
1051,vacana,Bafgam,T
1052,Siva,puwraH,T
1053,na,icCanwi,T
1054,kAla,yukwena,T
1055,sva,BAvaH,T
1056,japa,yajFAH,B
1057,sa,anukampam,B
1058,paripakva,buxZXiH,B
1059,su,xurlaBO,T
1060,sa,wikwaM,B
1061,bqhaw,kUlA,B
1062,jAwa,sAXvasaH,B
1063,eka,xoRAH,B
1064,xamBa,nAmakaH,B
1065,sa,qRaBakaM,B
1066,katu,vyavahAram,T
1067,sarpa,bile,T
1068,Akula,inxriyaH,B
1069,prawi,SoXe,T
1070,karpUra,niryAsaH,T
1071,pawi,prANA,B
1072,pra,vahanwI,T
1073,xAna,apamAnam,D
1074,jiwa,inxriye,B
1075,vigawa,klamaH,B
1076,puNya,apuNye,D
1077,na,alpa,T
1078,nis,pqkwaH,T
1079,na,jarA,B
1080,Soka,prakASakAnAm,T
1081,amuka,jAwIyAH,T
1082,lABa,anviwaH,T
1083,pArawanwrya,vaSIkaraNam,T
1084,a,saMbuxXaM,T
1085,kA,gawIn,B
1086,cawur,muKasya,B
1087,nara,piSAcasya,T
1088,na,yogyAH,T
1089,Awapa,sanwApena,T
1090,maXya,vayaskasya,B
1091,svalpa,xoRI,B
1092,kaMkaNa,xvayam,T
1093,vyuwkrAnwa,samayaH,B
1094,Binna,SliRtAH,D
1095,sa,xAreNa,B
1096,pATaka,mahABAgEH,T
1097,xur,buxXe,B
1098,xvaya,ASrayANAM,B
1099,bANa,saFcAlanam,T
1100,vi,rakwaH,B
1101,naxI,AxInAm,B
1102,su,vicakRaNaH,T
1103,pAWin,AvAsam,T
1104,arWa,yukwAni,T
1105,wulya,vayAH,B
1106,saM,smqwya,T
1107,kaniRTa,AxO,B
1108,urXva,jAnuH,B
1109,prAcIna,paramparAsu,T
1110,an,asUyawA,B
1111,aRtASIwi,sahasrANi,T
1112,anna,mAwram,T
1113,prawi,SvAsaM,A
1114,nir,manwraH,B
1115,nis,wrEguNyaH,B
1116,wri,skanXam,B
1117,Axiwya,gawaM,T
1118,xvi,wrEH,B
1119,vi,mugXAH,T
1120,agni,kaNAH,T
1121,awyanwa,mohiwam,T
1122,sva,karma,T
1123,nir,Xane,B
1124,Sara,Asanam,B
1125,a,rAjA,T
1126,gaja,GaNtA,T
1127,an,uwwamAm,B
1128,sa,pawnIkaH,B
1129,vi,hiwAM,T
1130,samaswa,saMsAre,T
1131,nir,gamanasya,T
1132,yaWA,Ipsiwam,A
1133,kqwa,prajFAs,B
1134,kqwa,buxXiH,B
1135,BIma,nAxaH,B
1136,sa,pakRiNaH,B
1137,Bavaw,AxInAm,B
1138,na,kiFciwkaram,T
1139,nir,balO,B
1140,Siva,XanuH,T
1141,viwIrNa,sarvasvaH,B
1142,sawya,karmANaM,B
1143,pra,kupiwaH,T
1144,rAjan,puwrAH,T
1145,nis,sahAyaH,A
1146,Asanna,maraNaH,B
1147,baxXa,aFjalinA,B
1148,sa,vawsAnAM,B
1149,vaswu,samUhaH,T
1150,sa,XarmAH,B
1151,koti,pawiH,T
1152,kusuma,sukumAram,T
1153,uFCa,vqwwaye,B
1154,miwra,amiwrAn,D
1155,na,sevakAn,T
1156,caraNa,XUliM,T
1157,rAja,niveSanam,T
1158,viSva,rUpaH,B
1159,brahman,gIwAH,T
1160,a,kalmaRam,B
1161,praWiwa,AwmaBiH,B
1162,lakRya,hInaH,T
1163,vAk,patuwA,T
1164,upa,grahaH,A
1165,canxra,muKI,B
1166,kambu,grIvaH,B
1167,grAma,kAmaM,B
1168,uwwara,anwAH,B
1169,yuvan,rAjam,T
1170,prAwar,kAlaH,T
1171,yoga,yajFAH,B
1172,uxAra,arWam,B
1173,upawiRTa,mAnAH,B
1174,xqDa,BakwiH,B
1175,su,UrmIM,T
1176,uRNa,svaBAvAnAM,B
1177,kifkarwavyawA,mUDaH,T
1178,ciwragrIva,upAKyAnam,T
1179,AScarya,cakiwa,T
1180,xeva,AxeH,B
1181,aXyAwma,mArgI,T
1182,nis,kAraNAm,T
1183,nAnA,rUpANi,B
1184,nava,xarSanaH,B
1185,bali,praBqwiBiH,B
1186,vefkateSa,nAmnA,B
1187,karma,banXanaH,B
1188,ni,yanwA,T
1189,yaWA,rUpaM,A
1190,saM,SleRaM,T
1191,janana,AxIn,B
1192,xivya,svarUpaH,B
1193,anyawara,grahaH,B
1194,sva,mahiRyAm,T
1195,snigXa,BAvAw,B
1196,bala,viprakqwAH,T
1197,an,iwvaram,T
1198,upAya,sAXyAH,T
1199,xur,brAhmaNa,T
1200,woraNa,anwAH,B
1201,anila,AxInAM,B
1202,xqRti,loBanAya,T
1203,mahaw,yaSaH,B
1204,nis,saMkocam,B
1205,sarva,varNAH,T
1206,kAmala,AxIn,B
1207,mahAn,raWAH,B
1208,kqwa,kqwyA,B
1209,saH,upamAH,B
1210,kaMsa,AxeH,B
1211,xqRti,pAwena,T
1212,vasanwa,qwO,T
1213,rAjahaMsa,samaH,T
1214,varwaka,kAraNAw,T
1215,UrXva,xarSanaH,B
1216,SaraBa,sWAne,T
1217,cawur,aByaXikam,B
1218,yawa,vrawaH,B
1219,xoRa,uxare,T
1220,BAva,samanviwAH,T
1221,vqRNi,yoXAH,T
1222,niR,parigrahaH,B
1223,hIna,arWAH,B
1224,sva,vicAriwaM,T
1225,hawa,siMham,B
1226,ISa,anwAH,B
1227,wakra,sixXaH,T
1228,sAmAnya,makRikayA,T
1229,cEwya,mAlinI,B
1230,kawi,kawiRu,D
1231,RodaSa,koRTakEH,T
1232,su,prasixXam,T
1233,sAhasa,kAryam,T
1234,sWUla,mUlAnAM,B
1235,upa,IkRaNaM,T
1236,pra,akRipaw,T
1237,na,sUyakAH,T
1238,xawwa,manA,B
1239,parama,ISvarAya,T
1240,xqRti,gawaH,T
1241,evaM,viXasya,B
1242,arcyA,krameNa,T
1243,nava,vAxanAw,T
1244,parameRTi,sAwmyawAM,T
1245,Oxaka,lAvaNikena,D
1246,saha,amAwyaH,B
1247,SoXana,arWAH,T
1248,sa,kuRTaM,B
1249,a,cyuwa,B
1250,pApa,karmA,B
1251,vi,niScaye,T
1252,wax,viRaye,T
1253,na,rasikaH,T
1254,eka,agraH,B
1255,waw,viXaM,B
1256,Xana,mUlam,B
1257,xqDa,niScayaH,B
1258,sawsafga,anurAgI,T
1259,SAnwa,pApmA,B
1260,guru,caraNayo,T
1261,viviXa,AkAraH,B
1262,inxriya,saMGAwaM,T
1263,Xarma,SIlaM,B
1264,awikrAnwa,rasaM,B
1265,xawwa,AspaxaH,B
1266,saFjAwa,pulakaH,B
1267,yaWa,ukwaM,A
1268,svarga,kAfkRiNaH,T
1269,SreRTin,sammuKam,T
1270,BakRya,kriyA,T
1271,labXa,AhuwiH,B
1272,pipAsA,nigrahAw,T
1273,pqSni,garBaH,B
1274,siwa,rakwena,D
1275,yaWA,cariwaM,A
1276,yaWA,joRaM,A
1277,kopa,aruNA,T
1278,yaWA,ukwAn,A
1279,bAlya,BARaNam,T
1280,mukwa,Bayena,B
1281,mURika,Sabxam,T
1282,sa,aRtAfgam,B
1283,na,karuNam,T
1284,a,rogiNam,B
1285,xvanxva,nqwyasya,T
1286,sWira,vikramANAM,B
1287,pakva,prAyam,T
1288,puNya,BAjaM,B
1289,loka,hiwAya,T
1290,sa,apagamAH,B
1291,mahA,vakwraH,B
1292,SyAmala,afga,T
1293,prawi,SruwayaH,T
1294,kim,AcAraH,B
1295,kqpa,AxayaH,B
1296,vicariwa,prAyA,B
1297,Xarma,garBeNa,B
1298,na,spqSyaH,T
1299,vi,garhaNAM,T
1300,jihma,akRAH,B
1301,svar,gawe,B
1302,na,XIram,T
1303,vIrya,URNaH,B
1304,Suci,vAsasaH,B
1305,jiwa,inxriyAw,B
1306,yama,suBaxrakam,D
1307,rakwa,kaNTinaH,B
1308,Svewa,vAhanaH,B
1309,sama,xarSanam,B
1310,pra,kampiwa,T
1311,pakva,sasyA,B
1312,a,viSvasweRu,T
1313,xivya,SakwiH,T
1314,nimagna,rUpAH,B
1315,SyAma,kaWiwA,T
1316,Baya,vihvalA,T
1317,mahaw,Awmani,B
1318,mahA,vegaH,B
1319,sa,KadgaH,B
1320,gamya,agamyaM,D
1321,sva,mAnasam,T
1322,niH,ASrayaH,T
1323,Arya,jana,T
1324,rakwA,ABam,B
1325,awikrAnwa,karmANam,B
1326,kAvya,Axi,B
1327,vi,srabXAH,T
1328,Baxra,mahilAM,T
1329,canxra,grahaNam,T
1330,puNya,karmaBiH,B
1331,waw,uBayam,T
1332,parivqwwa,newraH,B
1333,pUrvA,avasWAm,T
1334,prApwa,varwmA,B
1335,na,parimeyAM,T
1336,vixyA,hrAsaH,T
1337,wapo,niXim,B
1338,ewAvaw,anwareNa,T
1339,na,gocaram,T
1340,paFca,muKaH,B
1341,svarga,gamanAya,T
1342,niyawa,vrawaH,B
1343,sAXva,AcArAH,B
1344,xuRkqwa,sAravAn,B
1345,kqRiH,AxIni,B
1346,aswaM,gawe,T
1347,sam,akRam,A
1348,bqhaw,mUlaH,B
1349,su,Bage,T
1350,sa,parijanaH,B
1351,capala,upAnahO,T
1352,mUlya,BUwAm,T
1353,svAXyAya,yajFAH,B
1354,rediyo,praBawiRu,B
1355,evaM,vrawaH,B
1356,xEva,cinwakAH,T
1357,Agraha,pUrvakam,B
1358,a,Bexanam,T
1359,mqga,rAjEH,T
1360,Sara,sanXAnam,T
1361,viRa,prayogeNa,T
1362,su,xayiwAM,T
1363,samqxXa,vegAH,B
1364,xagXa,XAnyawaH,T
1365,prokRaNa,uxakEH,T
1366,sa,AnanxaM,B
1367,Baya,BIwaH,T
1368,a,vyapaxeSyaM,T
1369,sa,SaMkaH,B
1370,vikrIwa,BANda,B
1371,baxXa,niswriMSaH,B
1372,gawa,sanxehaH,B
1373,suKa,pravicAram,B
1374,XarmA,AwmanAM,B
1375,ava,mawaH,T
1376,nirUxXa,prawiBa,B
1377,vIra,vikramaH,T
1378,pUrva,jiwyA,T
1379,Agawa,saMBramA,B
1380,pracCanna,veRaH,B
1381,su,buxXim,T
1382,asWi,saMjFA,B
1383,yaWA,kaWaMciw,B
1384,viviXa,Awmakam,B
1385,a,paricArakam,B
1386,rAjya,mUlaH,B
1387,Cinna,saMSayaH,B
1388,prawi,kriyA,T
1389,prApwu,kAmaH,B
1390,a,saMhAryAH,T
1391,SacI,pawim,T
1392,gOrava,AxiRu,B
1393,su,vrawAH,B
1394,aBi,pUjya,T
1395,ganXa,guNA,B
1396,pra,xuRtAnAM,T
1397,sAXu,puruRaM,T
1398,hawa,puwrA,B
1399,nara,aXipAnAm,T
1400,sa,vaswram,B
1401,sa,manaskam,B
1402,xqDa,sOhqxam,B
1403,hqx,rogaH,T
1404,pAxa,sevAm,T
1405,jyeRTa,BaginI,T
1406,na,saw,T
1407,UrXva,bAhava,B
1408,Saswra,aswram,D
1409,Kadga,xIrGaH,T
1410,mahA,meruH,T
1411,soma,saMsWAsu,B
1412,a,nayaM,T
1413,Xanika,vareNyAH,T
1414,nakra,prawiBayaH,T
1415,mawi,hInaH,T
1416,ni,gqhya,T
1417,muxraNa,arWam,T
1418,karma,samuxBavaH,T
1419,jala,pAwram,T
1420,suKA,aBiyojye,T
1421,rakwa,varNaH,T
1422,xolA,aXigawasya,T
1423,sakwa,gawiH,B
1424,pIwa,vAsAH,B
1425,gaja,inxrAn,T
1426,waw,samananwaram,T
1427,mEtrika,parIkRAm,T
1428,su,nayAw,B
1429,gava,aSvaM,D
1430,gaNdakI,naxyAm,T
1431,eka,sWaM,T
1432,uRNa,peyasya,T
1433,BikRA,atanena,T
1434,pUrNa,vayaskaH,B
1435,SOrya,hInawA,T
1436,sa,kuSalaM,B
1437,xIrGa,AyuRyaM,T
1438,mahaw,rUpavawI,T
1439,sarva,xevAnAM,T
1440,ganwu,manAH,B
1441,BraRta,SrIH,B
1442,sarva,AmiRaM,T
1443,bahu,prayAsAH,T
1444,vyapagawa,sanxehAH,B
1445,hIna,karmaNaH,B
1446,saMrakwa,newram,B
1447,kqwa,sannAheRu,B
1448,su,xuHKaM,B
1449,bAbU,mahASayAH,T
1450,ugra,wapasAM,B
1451,wri,xaSAH,B
1452,xur,guNiwam,B
1453,vixura,paFcamAn,B
1454,Pala,hewukAH,B
1455,na,kRarANAm,T
1456,xawwa,vaswunaH,T
1457,nirawa,ciwwasya,B
1458,Bujaga,aSanaH,B
1459,ruxXa,kaNTAH,B
1460,waw,swowram,T
1461,a,rUkRam,T
1462,para,wIre,T
1463,a,sAXanAH,B
1464,afguRTa,anAmikena,D
1465,xarSana,SafkiwEH,T
1466,saM,sWiwe,T
1467,na,AhUwaH,T
1468,xvi,raxena,B
1469,qRaBa,kewave,B
1470,Baxra,veRAM,B
1471,sarpa,muKAw,T
1472,aBiReka,arWam,T
1473,AmanwraNa,nimanwraNam,D
1474,awi,jatilam,T
1475,viSvAmiwra,AxayaH,B
1476,ni,hawAH,T
1477,mahA,anuBAvAn,B
1478,Bagna,prAyA,B
1479,bahu,BAryaH,B
1480,mAwrA,AxayaH,B
1481,Rat,vqkRAn,D
1482,RodaSa,abjAni,T
1483,sa,hqxayE,B
1484,mAGIya,SIwasya,T
1485,samuxXarawA,vaxanam,B
1486,AxAna,praxAnamiReNa,D
1487,a,vyayaH,B
1488,nis,kAraNaM,T
1489,na,anwyam,B
1490,na,avarawam,T
1491,manxira,AByanware,T
1492,sa,XanyavAxam,B
1493,samIraNa,ullAsiwam,T
1494,aBi,nirIkRya,T
1495,narenxrasiMha,mahoxayena,T
1496,sa,kroXam,B
1497,parAkrama,SIla,B
1498,gAfgeya,pramuKAH,B
1499,vyAXi,saMpIdiwAH,T
1500,smiwa,muKI,B
1501,awi,virUpA,T
1502,AScarya,cakiwA,T
1503,kqwa,aFjaliputaH,B
1504,ahi,nakulam,D
1505,xvAxaSan,AwmAnam,B
1506,asWi,saFcayaH,T
1507,SiRta,aBisaMbanXAn,B
1508,prasanna,cewasaH,B
1509,vArwwA,AlApam,D
1510,bahu,snehaH,B
1511,hariwa,hariwena,T
1512,sawya,niRTawAm,B
1513,sWAyi,gqhaM,T
1514,na,saMBqwam,T
1515,mqw,BANdam,T
1516,BEkRa,caryAm,T
1517,nir,aMkuSa,B
1518,sawya,lokam,T
1519,yaWA,ukwena,A
1520,nAnA,ASrayAH,B
1521,A,jIvikAyA,T
1522,jagaw,hiwaM,T
1523,BANda,jIvanaH,B
1524,sa,niScayam,B
1525,Gora,aparAXaH,T
1526,svAgawa,Axi,B
1527,sa,maxAH,B
1528,vAma,akRI,B
1529,nir,Xanam,B
1530,wri,yugaM,T
1531,vi,jvaraH,B
1532,viSiRtawara,yonayaH,B
1533,mqwyu,vijayI,T
1534,kukura,aXipa,T
1535,xraRtu,kAmAH,B
1536,parapoxane,mahASaye,B
1537,SuBA,ASiRaH,T
1538,ORaXIya,sasyAni,T
1539,parA,jayam,T
1540,nir,apekRam,B
1541,bahu,araNyAH,B
1542,nAnA,BAvAn,A
1543,aXaH,muKaH,B
1544,sa,raBasam,B
1545,vEra,BAvam,T
1546,awi,SUrAn,T
1547,sawya,parAkramam_Bs,B
1548,xqDZa,niScaya,B
1549,nAnA,viXe,B
1550,sapwan,jihvam,B
1551,Xarma,SIlaH,B
1552,bqhaspawin,purogAn,B
1553,mOna,Bafgam,T
1554,avanamiwa,payoXarayA,B
1555,AXunika,jIvane,T
1556,sa,PalaM,B
1557,loka,sixZXayaH,T
1558,acinwya,AwmA,B
1559,muxriwa,muKa,T
1560,Bagna,ASAH,B
1561,anyonya,nikaRe,T
1562,sa,awiSayam,B
1563,na,mArge,T
1564,vi,kacaH,B
1565,nir,rviRaH,B
1566,Gora,rUpAH,B
1567,rakwavilipwa,muKapAxaH,T
1568,xAna,SIlAH,B
1569,sa,jAwIyena,B
1570,mahaw,pApam,T
1571,manxa,AxAraH,B
1572,su,niScalA,T
1573,vAwa,kaPAw,D
1574,Xamani,saMwawAH,B
1575,vi,KyAwaH,T
1576,awi,sWUlaH,T
1577,xqDa,mUlaH,B
1578,na,ASriwaH,T
1579,manxa,AxArAH,B
1580,samAvAsiwa,katakaH,B
1581,JAMfkAra,kolAhala,T
1582,cakra,pANinA,B
1583,saMcaya,SIlaH,B
1584,rAkRasI,rakRiwAm,T
1585,hqxaya,Avarja,T
1586,sarva,sUkRmaHn,T
1587,jiwa,inxriyawvam,B
1588,puruRa,qRaBAH,T
1589,kurun,jAfgalam,D
1590,vi,lifgam,T
1591,sapwa,viXaH,B
1592,miSra,mahABAgena,T
1593,saMBinna,varcAH,B
1594,visPAriwa,nayanA,B
1595,kArya,akArye,D
1596,mahA,vqkRA,B
1597,viXi,xqRtena,T
1598,vqwwi,karSiwaH,T
1599,vi,cakRaNaH,B
1600,go,mayam,T
1601,nqpa,arciwam,T
1602,SreRTin,mahoxayasya,T
1603,Canxo,gAwraH,B
1604,na,wanxriwaH,T
1605,xawwa,anukIrwiH,B
1606,nir,balam,B
1607,buxZXi,sawwamEH,T
1608,sa,kuSalO,B
1609,mahaw,arhANi,T
1610,piwwa,nimiwwAH,B
1611,nUwana,jalASayAnAm,T
1612,muKa,nAsikena,D
1613,kqwa,prawikriyaM,B
1614,nimna,muKa,B
1615,bIja,jAwam,T
1616,Svasura,puram,T
1617,bahu,vigrahaH,B
1618,sa,amlAM,B
1619,xeva,puruRam,T
1620,vexa,garBA,B
1621,su,vivikweRu,T
1622,sa,ullAsam,B
1623,su,laliwam,T
1624,pra,jvalaxBiH,T
1625,buxXi,pUrvaM,B
1626,xur,XiyaH,B
1627,na,CexyaH,T
1628,kaNdara,ABA,B
1629,vi,lInaH,T
1630,purohiwa,mahASaya,T
1631,XIra,ninaxam,B
1632,sa,praBa,B
1633,jala,arWam,T
1634,xurbala,SarIrAya,B
1635,kqwa,avakASa,B
1636,svarga,saxqSam,T
1637,Bakwa,janEH,T
1638,klinna,pANiH,B
1639,saw,safgena,T
1640,na,cinwyaM,T
1641,xur,upayogam,T
1642,xvi,viXO,B
1643,BAra,BUwaH,T
1644,maw,manasi,T
1645,muKa,xvArA,T
1646,guNa,aguNAn,D
1647,yaWA,svEra,A
1648,vinIwa,SokA,B
1649,gawa,wqRNasya,B
1650,sa,xayaM,B
1651,sa,ganXarvAn,B
1652,xur,AcaraNaM,T
1653,samAna,rUpe,T
1654,karma,niScayAH,B
1655,vAwyA,cakre,T
1656,SrI,prawiRTAm,T
1657,mqxu,vacasA,T
1658,kurun,swriyaH,T
1659,aBi,niveSa,T
1660,Xvaswa,XEryaH,B
1661,na,upamayA,B
1662,xaSan,aMSawaH,T
1663,na,mUlyaH,B
1664,vArwA,pallaviwam,T
1665,mohanaxeva,saxqSaH,T
1666,gawa,AyuH,B
1667,cakra,puRkariNyAm,T
1668,a,saMjFiwAH,T
1669,Arxra,pAxaH,B
1670,nIwi,kuSalaH,T
1671,na,AramBAw,T
1672,a,mAlI,T
1673,xqDa,mUlAH,B
1674,mawwa,vqRaBaH,T
1675,vAk,kRawam,T
1676,mahaw,kqpaNaH,T
1677,brAhmaNa,cCaxmA,B
1678,vexanA,vikqwam,T
1679,sa,aBinanxam,B
1680,palAyana,Axe,B
1681,ugra,AcArAH,B
1682,prahqRta,manasA,B
1683,aMSa,rUpeNa,T
1684,na,sakalam,T
1685,manaH,samAXO,T
1686,pApa,cewanaH,B
1687,BIma,kaTinAH,B
1688,pralaya,rAwri,T
1689,aRta,pAw,B
1690,nyaswa,hqxayA,B
1691,muKa,niHsqwEH,T
1692,nir,ASrayaH,B
1693,kqsara,oxanam,T
1694,XvaswA,gqhAH,B
1695,labXa,saMjFaH,B
1696,manxa,mAruwA,B
1697,wulya,rUpaH,B
1698,nqpa,maNdalasya,T
1699,rAkRasa,inxreNa,T
1700,vIrabAhu,viRaye,T
1701,Apanna,cewasaH,B
1702,sarva,GAwinIm,T
1703,saM,sqjan,T
1704,garBa,gqhaM,T
1705,yukwa,manasaM,B
1706,vAnaprasWa,prawiSraye,T
1707,yuva,rAjaH,T
1708,kAvya,AxiRu,B
1709,akRara,saMjFiwAH,B
1710,niR,PalaM,B
1711,sa,parivArasya,B
1712,sa,jIva,B
1713,a,kiFcanAyE,B
1714,xur,GatanAm,T
1715,saM,pramUDaM,T
1716,heman,mqgasya,T
1717,sva,manasi,T
1718,puruRa,SArxUla,T
1719,sPutiwa,hqxayA,B
1720,safgIwa,sampawwim,T
1721,maha,BAga,T
1722,rakwa,afgAH,B
1723,pra,mawwena,T
1724,BikRA,arjanAya,T
1725,sa,kapiH,B
1726,sanxawwa,pAyasAw,T
1727,yuXiRTiran,AxayaH,B
1728,wyakwa,XarmA,B
1729,SAnwa,AwmA,B
1730,pApa,mawiM,B
1731,wulya,lakRaNAH,B
1732,Xqwa,xaNdaH,B
1733,na,vyavasWA,T
1734,viviXa,xeSeByaH,T
1735,siMha,nAxaH,B
1736,upa,Axawwe,A
1737,svecCa,inxriyaH,B
1738,sa,sUpam,B
1739,nir,ASam,B
1740,pra,pIdya,T
1741,pUrva,viBavam,T
1742,su,sajjiwA,T
1743,vasuxeva,samBavasya,B
1744,krIdA,raseRu,T
1745,Xarma,AxyAH,B
1746,saM,praNunnA,T
1747,alpa,vayaskaH,B
1748,mawafga,puram,T
1749,BakRya,arWam,T
1750,xAna,xaNdaH,B
1751,kAma,AwmakAH,B
1752,BAruNda,saxqSAH,T
1753,eka,jAwO,T
1754,ganXarva,rAjasya,T
1755,maw,piwuH,T
1756,aXyAwma,cinwakAH,B
1757,rakRA,sEnikA,T
1758,sam,uwsukam,B
1759,anu,varwinaH,T
1760,cAruxawwa,nAmAnam,B
1761,sva,manwrEH,T
1762,purANa,paNdiwAnAm,T
1763,waw,uwwamaH,T
1764,xvi,xinam,T
1765,cArumawI,viRaya,B
1766,evaM,viXAni,B
1767,preryamANa,uwkaNTayA,B
1768,pUrva,apakAriNaH,T
1769,Asya,kaNTasya,D
1770,parixagXa,kAyA,B
1771,a,lAGave,T
1772,paNdiwa,buxXayaH,B
1773,rasa,cinwakEH,T
1774,kamala,mAlinI,B
1775,vinawA,AKyA,B
1776,a,viSeReNa,T
1777,xIna,muKI,B
1778,uBaya,viBraRtaH,T
1779,sa,xarpam,B
1780,sva,kAryAlaye,T
1781,karma,anugA,B
1782,jiwa,kroXaH,B
1783,yoga,lakRaNAni,T
1784,asmaw,nAmnA,B
1785,yukwi,yukwaM,T
1786,saw,gavEH,T
1787,loBa,samanviwAn,T
1788,viBAgIya,AcArya,T
1789,pavana,IriwAw,T
1790,hawa,ASaH,B
1791,nigqhIwa,inxriyasya,B
1792,SiRti,arWaM,T
1793,giri,xurgaM,T
1794,yaWA,nyAsam,A
1795,awi,nirbanXaM,A
1796,maxIya,ukwim,T
1797,prawi,gqhya,T
1798,rAja,purohiwaH,T
1799,xAra,kriyAyAm,T
1800,xIpwa,raSmiH,B
1801,Kadga,yuxXe,T
1802,vAri,carasya,T
1803,Xanya,BAgyaH,B
1804,manxa,BAgyawayA,T
1805,na,uwwamam,T
1806,mahA,arWaM,B
1807,sWira,mawi,B
1808,na,prayojanawayA,T
1809,pawra,aRtakam,T
1810,ORaXa,yogena,T
1811,katuka,uxayAH,B
1812,iha,sWAn,T
1813,na,arWe,B
1814,sa,prakampA,B
1815,BUri,wejasA,B
1816,na,XanyA,T
1817,sa,svaram,B
1818,avasiwa,prAye,T
1819,maruwwara,yAnAnAm,T
1820,ciwriwa,cewA,B
1821,na,samavewAH,T
1822,vimukwa,sanwApO,B
1823,su,saMciwAH,T
1824,para,ayaNam,T
1825,nir,mUlyam,B
1826,banXa,parikliRtaH,T
1827,aBi,rakRakena,T
1828,ku,ceRtayA,T
1829,vAgurA,Cannam,D
1830,yoXa,puruRANAm,T
1831,mqga,jAwAni,T
1832,pralaya,anwAm,B
1833,aSvanI,xevawAByAm,T
1834,aRta,puwrA,B
1835,jAwa,saMkopaH,T
1836,brAhmaNa,vacanAw,T
1837,aXika,vAram,T
1838,aBi,iRtasya,T
1839,manoramA,AKyA,B
1840,amiwa,wejasaH,B
1841,uwsanna,prajanAH,B
1842,wriH,japew,B
1843,sahasrayuga,paryanwam,B
1844,SUnya,AgArANi,B
1845,sAmpraxAyika,kalaha,T
1846,nq,pawim,T
1847,Sruwa,niXiH,B
1848,maXyama,koRTe,T
1849,gAnXAra,rAjaH,T
1850,xanwa,ulUKalinaH,B
1851,jaya,parAjayO,D
1852,vafga,praxeSe,T
1853,vimukwa,rogaH,B
1854,suKa,asuKam,D
1855,pAra,xarSinaH,B
1856,a,SuBaM,T
1857,sa,nirvexaM,B
1858,vijaya,uwsukAH,T
1859,wulya,xoRayoH,B
1860,sa,SeRaM,B
1861,SUla,Axikam,B
1862,na,asUya,T
1863,sva,rARtreRu,T
1864,vara,Anane,B
1865,vAna,prasWeRu,B
1866,a,XIraH,T
1867,piwq,saxqSaH,T
1868,aXi,AwmaM,A
1869,harmya,pqRTeRu,T
1870,a,coxiwaH,T
1871,revawI,nAmnI,B
1872,SAswra,ukwena,T
1873,sa,xuHKAH,B
1874,asu,anwaM,B
1875,nir,GqNa,B
1876,a,rajasaH,B
1877,na,param,T
1878,nAga,AxyAH,B
1879,eka,gqhyaH,B
1880,hrasva,pAxaH,B
1881,a,kurvawAm,T
1882,puNya,karmA,B
1883,asmaw,parAyaNaH,B
1884,xqDa,niScayA,B
1885,na,vyayasya,B
1886,UrXva,mUlam,B
1887,aXas,lokam,T
1888,manxa,maXuram,T
1889,vana,anware,T
1890,xaSaraWa,AwmajaH,T
1891,gaDavAla,grAme,T
1892,xeva,anucaram,T
1893,pari,ApwaH,T
1894,pawi,vrawAH,B
1895,a,BakRyasya,T
1896,mahA,XanAH,B
1897,mahaw,uraskaH,B
1898,pApa,karmiNaH,B
1899,sa,rujAByAM,B
1900,na,svasWaH,T
1901,aByafga,uwsAxanaM,D
1902,ananwa,guNiwam,T
1903,visPotaka,AxayaH,B
1904,saM,pravarwanwaH,T
