,word1,word2,label
982,xvEXI,BAvaH,T
983,nir,vikAraH,B
984,vacana,BraRtaH,T
985,Baya,hewum,B
986,na,pESunam,B
987,ana,apawrapaNa,T
988,su,saMpannaM,T
989,maXura,pAnIyA,B
990,na,pUrvasya,B
991,viSvawaH,muKam,B
992,a,svAxuH,T
993,xeha,ASriwam,T
994,an,arWasya,B
995,amiwra,viRayam,B
996,kapola,kalpiwAyA,T
997,sa,prajAH,B
998,cala,ciwwa,T
999,mAFjiRTa,rAga,T
1000,anekaviXa,kalpanA,T
1001,manxa,AxaraH,B
1002,nir,jIvaH,B
1003,BAviwa,AwmA,B
1004,raNa,priyAH,B
1005,kAma,hewunA,B
1006,Sawa,guNAn,B
1007,saw,guNaH,T
1008,afga,xeSasya,T
1009,na,afgaH,B
1010,arxXa,buBukRiwaH,T
1011,ku,xeSe,T
1012,waw,niRTAH,B
1013,prawi,grAmam,A
1014,Canxa,mqwyuH,B
1015,SAraxa,kOmuxI,B
1016,sa,bale,B
1017,akRa,mAwraM,B
1018,aXi,AwmA,A
1019,Canxa,anuroXena,T
1020,yajFa3,arWAni,B
1021,pra,sarawi,T
1022,sa,cewAH,B
1023,prApwa,kAle,T
1024,uxaka,SIlaH,B
1025,uxIrNa,manasaH,B
1026,sa,makRikE,B
1027,Arjava,saMBqwEH,T
1028,brahmANda,saFjFikAm,B
1029,sa,SAkam,B
1030,Bakwa3,uwwamaH,T
1031,sva,buxZXyA,T
1032,kqwa,prayawnaH,B
1033,jiwa,SramAH,B
1034,hArixra,varNe,B
1035,SrInivAsa,nAmnA,B
1036,sa,pariSramam,B
1037,sa,parivyayam,B
1038,su,vIryaH,B
1039,bahu,paSuH,B
1040,saMkalpa,mUlAH,B
1041,swena,kAryam,T
1042,ninxiwa,mawiH,B
1043,pIwa,SoNiwam,B
1044,maXura,ABARA,B
1045,niH,snehA,B
1046,pra,harRiwaH,T
1047,uxIrNa,xoRa,T
1048,SikRA,aXikAriNA,T
1049,pra,vqxXam,T
1050,uxAra,manasAM,B
1051,a,vikAre,B
1052,Ahawa,pAxAH,B
1053,na,vyayaM,B
1054,Sawa,varRaH,B
1055,paxma,AkAre,B
1056,roga,mArgaH,T
1057,vigawa,cewanaH,B
1058,vExya,mahoxayaH,T
1059,uxbuxXa,buxXiH,B
1060,xur,AwmaBiH,B
1061,apahasiwA,wanuH,B
1062,pari,cArakAH,T
1063,paxmAvawI,nAmnA,B
1064,Axiwya,sanniBEH,B
1065,A,xinam,A
1066,su,SoBanaH,T
1067,sa,kaPaH,B
1068,katAha,samIpam,T
1069,JaFJA,vAyuH,T
1070,caFcala,newra,B
1071,nihawa,xviRaH,B
1072,xIrGa,sUwraH,B
1073,xarSana,arWam,T
1074,kqwa,upaxeSAH,B
1075,kapAla,mAlinI,B
1076,pra,vrajiwaH,T
1077,kqwa,BayA,B
1078,lohiwa,akRaH,B
1079,skanXa,AvAram,T
1080,prApwa,praSikRaNa,B
1081,waw,ciwwAH,B
1082,anna,pAnasya,D
1083,prApwa,yOvanAm,B
1084,ava,guNTanam,T
1085,pari,sWiwi,T
1086,aya,jeyAni,T
1087,mAyA,SawaXarAH,B
1088,xIna,manAH,B
1089,anu,kRaNam,A
1090,upayogiwva,parIkRaNam,T
1091,jIva,saMjIvanena,T
1092,lubXa,buxXiRu,B
1093,lakRmaNa,ASvAsiwaH,T
1094,ni,kqwanwi,T
1095,na,sahAyA,T
1096,vi,rUpa,T
1097,apa,hqwaM,T
1098,sva,sanwAnAnAM,T
1099,su,wapasvinO,B
1100,na,vyakwam,T
1101,pAwaMjala,mahABARyam,T
1102,upaxvAra,sixXaye,T
1103,vi,manaskA,B
1104,kroXa,SIlaH,B
1105,na,mqwam,T
1106,hiMsA,paraH,B
1107,sa,xayam,B
1108,Xarma,kAmaM,B
1109,ni,rawaH,T
1110,mokRa,wanwram,T
1111,mahaw,ASayaH,B
1112,kqRNa,SilayA,T
1113,IrRyA,kaRAyiwa,T
1114,sa,vEBavam,B
1115,parama,paripUwAyAH,T
1116,alpa,PalAn,B
1117,sarva,SreRTam,T
1118,pIwa,ABaH,B
1119,evaM,viXEH,B
1120,sarayU,naxyAm,T
1121,paryApwa,vacanAn,B
1122,yaWArWa,mAnAH,B
1123,mAnasika,yAwanAm,T
1124,pari,vewwA,A
1125,pafka,xigXaH,T
1126,yaWA,kaWaFciw,A
1127,lAja,ganXi,B
1128,rakRiwa,AwmanaH,B
1129,sa,sikawAH,B
1130,a,anwarIyam,B
1131,su,BagaM,T
1132,sarRapa,SAkaM,T
1133,sa,sAXu,B
1134,loka,pAlEH,T
1135,karwavya,boXena,T
1136,nAnA,viXa,B
1137,maNirAma,AKyasya,B
1138,aSru3,pUriwe,T
1139,anu,jAnIhi,T
1140,viRaNNa,hqxayaH,B
1141,paMdiwa,mahoxayasya,T
1142,na,AwmanaH,B
1143,pra,xarSanIyaH,T
1144,manas,javEH,B
1145,a,wanxriNA,B
1146,saMSiwa,vrawaH,B
1147,kawara,kulAnvayaH,T
1148,BUwa,AxInAm,B
1149,na,jeyam,T
1150,manxa,hAsyam,T
1151,aXika,BArena,T
1152,xaNda,haswa,B
1153,aBi,vAxya,T
1154,aBinava,yOvanAm,B
1155,sa,rAgaM,B
1156,Bqwya,praNASaH,T
1157,nyAya,vqwwiM,B
1158,Sruwi,samakAlam,T
1159,aXaH,vaxanam,B
1160,kroXa,pafkAM,B
1161,gafgA,suwaH,T
1162,lavaNa,AxyEH,B
1163,na,patu,T
1164,hqxaya,ASriwaH,T
1165,uxBUwa,arWaM,B
1166,paFcasahasra,Awmakam,T
1167,pra,kRipwA,T
1168,na,arhANi,T
1169,mUla3,mUrwiBiH,T
1170,mAMsa,ruciH,B
1171,hqxaya,aBinna,T
1172,paMdiwa,mahoxaya,T
1173,kalifga,nAWam,T
1174,sa,cewasaH,B
1175,vajra,pANiH,B
1176,xAna,rucayaH,B
1177,sa,amarRam,B
1178,sa,suganXaH,B
1179,nAnA,viXAH,T
1180,RodaSa,AwmakaH,B
1181,mahaw,bAhuH,B
1182,sa,jIvaH,B
1183,sa,SaraH,B
1184,Ananxa,magnA,T
1185,guru,AxInAm,B
1186,BraRta,ESvaryeNa,B
1187,a,prakqwe,T
1188,yakRa,xAnavAn,T
1189,xvAra,pAlanam,T
1190,jAwa,pakRAH,B
1191,koSa,mUlaM,B
1192,pra,kqRtaM,T
1193,pIwa,asiwaM,D
1194,sa,kuRTe,B
1195,mahA,ASayA,B
1196,mahA,sawwvAH,B
1197,wrayoxaSa,varRa,T
1198,sawya,vrawaH,B
1199,A,hiNdanam,A
1200,niR,kAma,A
1201,viRNu,ukwAm,T
1202,na,pUrvAw,B
1203,yaWA,uxxeSam,A
1204,Pala,mUlAni,B
1205,pra,lInaH,T
1206,bahu,vawsaram,T
1207,prawyuwpanna,mawi,T
1208,jFAwa,sArAH,B
1209,xIna,manasaM,B
1210,waw,AkramaNam,T
1211,kArya,anwareNa,T
1212,nir,vexaM,T
1213,asmax,viXaH,B
1214,a,nirvexam,B
1215,BU,vinAyakam,D
1216,afgaxa,AxayaH,B
1217,anala,upamAH,B
1218,rAja,mArge,T
1219,rAjan,parivAre,T
1220,mahaw,grAmaH,T
1221,sawwva,saMjFakaM,B
1222,Ananxa,mAwrAyA,T
1223,baswi,ASrayA,B
1224,aByAsa,aBinaye,T
1225,kqwa,kAryam,B
1226,na,viGnam,T
1227,graha,paweH,T
1228,bahir,BAga,A
1229,anwarafga,saKinA,T
1230,na,svasWA,T
1231,ekAnwa,SIlinaH,B
1232,SAnwa,manAH,B
1233,paxa3,SawAni,T
1234,OrXva,xehi,T
1235,arxXa,pawiwam,T
1236,haswa,gawam,T
1237,rAya,mahoxayasya,T
1238,agni,vqxXiH,T
1239,lAva,kapiFjalam,D
1240,kArya,kalApena,T
1241,a,hiwAn,T
1242,anya,apaSakunaM,T
1243,BUmi,vivAxam,T
1244,loBa,AviRtaH,T
1245,sva,SarIrasya,T
1246,viSafka,mAnA,B
1247,lakRya,Bexenam,T
1248,na,sAnniXyAw,T
1249,unnawA,aMsAH,B
1250,eka,mUrwwO,T
1251,sAgara,anwAm,B
1252,jAnu2,safGattanEH,T
1253,hiMsa,ahiMse,D
1254,sarva3,praWamam,T
1255,Ipsiwa,anIpsiwAni,D
1256,Sakra,muKAH,B
1257,a,niwyaH,T
1258,Sawa,krawoH,B
1259,anulipwa,gAwraM,B
1260,arxXa,SikRiwA,T
1261,sa,purohiwaH,B
1262,bala,hInaH,T
1263,wyakwa,jIviwaH,B
1264,sa,wurafgasya,B
1265,nawa,uwpalaM,D
1266,viwwa,prayojanAH,B
1267,cira,kAlam,T
1268,su,xvAraH,B
1269,navan,AwmA,B
1270,bANa,SreRTam,B
1271,goXA,nimIliwAH,B
1272,wri,SuklAH,B
1273,yaman,kRayam,B
1274,suKa,SIlaH,B
1275,na,SakwO,T
1276,labXa,saMjFa,B
1277,nija,prAsAxam,T
1278,kqwa,uxyogA,B
1279,su,vicAriwam,T
1280,xvixala,kaNAH,T
1281,mahaw,qrRiNA,T
1282,AcAra,ceRtiwAH,T
1283,swrI,sevA,T
1284,jvara,AviRtasya,T
1285,gamBIra,akRAH,B
1286,bahu,kAlaH,T
1287,vAk,CalawaH,T
1288,jaraGarahap,BaginI,T
1289,AkRepa,yukwAni,T
1290,gqhIwa,pAxaH,B
1291,sevA,vihInAnAm,T
1292,anna,pUriwam,T
1293,karNa2,karNikayA,T
1294,a,GrANam,T
1295,sa,Sarkaram,B
1296,pra,hasanwa,T
1297,gaNda,SElasya,T
1298,na,upalaBya,T
1299,Arya,BUwikaH,T
1300,anwima,samaye,T
1301,mqxu,BeRaja,T
1302,prawi,kaNam,A
1303,yaSo,XanEH,B
1304,agni,AhiwAH,T
1305,SAKA,ASrayA,B
1306,na,pUrvANi,B
1307,vqwa,avqwO,D
1308,niKila,mahoxayasya,T
1309,anu,prApwAH,B
1310,prasakwa,AwmA,B
1311,sa,parivAram,B
1312,nir,XanAnAm,B
1313,alpA,AyuH,B
1314,vipUwa,AwmA,B
1315,xIpwa,arciH,B
1316,manas,vEkalyam,T
1317,na,qNaH,B
1318,SuBa,mawim,B
1319,manWara,aBiXAnaH,B
1320,kapata,patu,T
1321,awi,anwaM,A
1322,uwwama,arWam,B
1323,a,jiwaM,T
1324,na,SAMwam,T
1325,calaciwra,aBinewrI,T
1326,xuryoXana,AxIn,B
1327,sikKa,yuvakE,T
1328,nir,XanAya,B
1329,viRa,aviRam,D
1330,vi,cArya,T
1331,uxapAna,uxake,B
1332,kalka,apewAm,T
1333,SiWila,kramaH,B
1334,yukwa,xaNdaH,B
1335,maharRi,ramaNena,T
1336,sqRti,AxiH,B
1337,su,veRaM,B
1338,svarNa,akRarEH,T
1339,pariSrama,SIla,B
1340,hqxaya,parivarwanam,T
1341,praSna,arWAn,T
1342,rAja,SArxUlaH,T
1343,Pala,samqxXiH,T
1344,sarvawaH,xiSam,A
1345,nir,garBO,B
1346,kAMsya,BAjanam,T
1347,sa,inxriyaM,B
1348,cawur,xaMRtrAH,B
1349,Bqwa,xArAH,B
1350,pqWak,viXAH,B
1351,na,sahAyasya,B
1352,kRIra,Axi,B
1353,viSeRa,vicAriwena,T
1354,na,Avqwwim,T
1355,Bagna,mAnasAH,B
1356,vana,gahanam,B
1357,arXa,raWaH,B
1358,xAna,paramparAyA,T
1359,xeva,saMjFA,B
1360,vi,manasaH,T
1361,a,SASvawaH,T
1362,hawa,wviRaH,B
1363,su,rUpakAH,B
1364,niwya,vyayA,B
1365,pApa,vqwwInAM,B
1366,mArga,uparoXAya,T
1367,sa,uwkaNTA,B
1368,prajFAwa,lakRaNe,B
1369,sIXu,pAwrANAm,T
1370,viRaNNa,vaxanA,B
1371,ugra,AyuXaH,B
1372,aXigawa,rAjyasya,B
1373,prasanna,AwmA,B
1374,sawya,saMgaraH,B
1375,sa,viMSam,B
1376,vara,wanu,B
1377,SoNiwa,uxA,B
1378,iwi,AxiH,B
1379,BUri,xakRiNAH,B
1380,sarva,BAvAnAM,T
1381,mahA,iRvAsaM,B
1382,kqRi,BUmiH,T
1383,saM,viBajyAH,T
1384,kqwa,AramBAn,B
1385,ku,XIH,B
1386,AkASa,lakRaNaH,T
1387,sa,piwAmahAH,B
1388,KatvA,xevyA,T
1389,sarva,sawwvAH,B
1390,viSAla,akRaM,B
1391,na,wuliwAM,T
1392,xeva,nirmiwam,T
1393,mArga,xarSanam,T
1394,waw,nikatam,T
1395,sa,purohiwam,B
1396,nyaswa,xaNdaH,B
1397,nawa,SirAH,B
1398,sa,pipAsaH,B
1399,BIma,vikramAH,B
1400,su,niSciwaH,T
1401,sa,pawnIm,B
1402,sam,upasWApiwam,T
1403,kqwsna,vyavasiwAH,T
1404,wapaH,Xanam,B
1405,sawya,saMXaH,T
1406,a,prawimAni,B
1407,wapas,vanAni,T
1408,na,prekRamANA,T
1409,upahawa,inxriyaH,B
1410,anila,AxiBiH,B
1411,upa,bruve,A
1412,bahu,mAyaH,B
1413,nikuFciwa2,jAnuH,B
1414,su,varNam,B
1415,sama,xoRO,B
1416,su,varcasam,B
1417,nara,aXama,T
1418,kRepwu,kAmam,B
1419,na,kiFcanasya,B
1420,sIwA,nAmnA,B
1421,saM,jIviwaH,T
1422,sam,uxyawaH,T
1423,su,kumArAH,T
1424,mahA,sawwve,B
1425,sa,BqwyAH,B
1426,nija,Asanam,T
1427,pqWula,vakRasam,B
1428,a,sixXiH,T
1429,pUrva,vEram,T
1430,sa,cIwkAram,B
1431,na,mAniwvam,T
1432,kqwa,japyO,B
1433,upa,pannaH,T
1434,su,prasixXAyA,T
1435,sa,balaH,B
1436,xeva,rAjam,T
1437,Rat,garBAH,T
1438,Axara,pUrvakam,B
1439,upa,Agawa,T
1440,Bavaw,sevAm,T
1441,xur,AcAreNa,B
1442,parAkrama,prarocakAni,T
1443,Svewa,bAlAn,T
1444,na,xqSyA,T
1445,prawi,veSya,T
1446,kRawra,samAH,T
1447,xagXa,muKaH,B
1448,prakqwi,varNaH,B
1449,sva,karmaNi,T
1450,sanxaRta,oRTaH,B
1451,na,AxI,B
1452,rakwa,pataH,B
1453,cawuH,xanwaM,B
1454,aXika,rasaH,T
1455,wriH,niSAyAH,B
1456,Aganwu,kAmaH,B
1457,xaSa,pUrvAn,B
1458,jarjara,gAwra,T
1459,rAjya,kAmena,B
1460,praNava,AxyAm,B
1461,pANi,gqhIwI,B
1462,pariGa,bAhavaH,B
1463,janArxana,sahAye,B
1464,sa,pawnIkam,B
1465,ewaw,mUlO,B
1466,nir,Baya,B
1467,sWUla,lakRyaH,B
1468,sa,yawnam,B
1469,sa,jale,B
1470,vAkya,pracoxiwaH,T
1471,vinaya,AwmakaH,B
1472,na,varXamAnaH,T
1473,awi,inxriyam,T
1474,xur,viBAvyaM,T
1475,vi,hawAn,T
1476,yuvan,rAjAnAm,T
1477,pakvASaya,ASriwe,T
1478,suKa,xarSanam,B
1479,svexa,muKAni,T
1480,SAKA,anusAriNaH,T
1481,sva,nirxeSane,T
1482,asWi,ASrayANAM,B
1483,upa,ASriwaH,A
1484,safkIrNa,viSiKAyAm,T
1485,wax,saxqSI,T
1486,xur,meXA,B
1487,BErava,svaraH,B
1488,sa,SUlaM,B
1489,xur,guNAn,T
1490,Arwa,rUpAM,B
1491,rakwa,kaNTaH,B
1492,mala,AyaneRu,T
1493,araNya,gamanAw,T
1494,ciwra,gawA,T
1495,sa,hAhAkAram,B
1496,axBuwa,vikramaH,B
1497,evam,viXAyAm,B
1498,bAhu,upaXAnaM,B
1499,su,aXyakRaH,T
1500,guNa,cyuwaH,T
1501,para,AwmA,T
1502,pApa,niScaye,B
1503,kRux,Bayam,T
1504,a,hiwe,T
1505,evaM,viXayA,B
1506,yaxu3,kulam,T
1507,kati,baxXA,B
1508,jFAna,upaxeSaM,T
1509,guru,vAsare,T
1510,SaMsiwa,vrawAH,B
1511,kaniRTa,Axi,B
1512,yaWA,samayaM,A
1513,jiwa,kroXAH,B
1514,vigawa,AwmA,B
1515,viviXa,vqwwAnAM,B
1516,pra,wApinI,T
1517,nava,yuvakAH,T
1518,SOnaka,AxayaH,B
1519,an,arWEH,T
1520,Pala,vqkRANAm,T
1521,Bojana,AXikyena,T
1522,BArawIya,nAmaBya,B
1523,sWUla,jihvAH,B
1524,kRewra,sImAm,T
1525,xqDa,kroXaH,B
1526,na,SraxxaXAnaH,T
1527,yuxXa,kalAyAm,T
1528,xus,prakqwiH,T
1529,puwra,pOwrEH,T
1530,sa,upavAsam,B
1531,sva,jAweH,T
1532,BavaxIya,karNayoH,T
1533,kAla,aRtamEH,B
1534,manxa,vegAH,B
1535,maw,yogyaH,T
1536,kqwa,mawiH,B
1537,saMsAra,kAnwAram,T
1538,na,nyAyena,B
1539,Bagna,manoraWasya,B
1540,labXa,arWAn,B
1541,mahaw,awman,B
1542,roheSAnanxena,uwpAxiwaH,T
1543,nanxi,grAma,T
1544,uxxIpana,kAraNE,T
1545,UrXva,raSmiH,B
1546,UrXva,vAlaM,T
1547,vivqwa,AsyaH,B
1548,awi,Kinnam,T
1549,na,AyAsaH,T
1550,na,apawyawAyAH,T
1551,saMwyakwa,AwmA,B
1552,sa,maryAxeRu,B
1553,awi,xruwaM,A
1554,kqwa,nASakaH,T
1555,vipula,xravyaM,B
1556,sam,upasWiwAnAm,T
1557,xeva,asurAH,D
1558,virAtan,praBqwInAM,B
1559,niwya,viRakwAH,T
1560,sa,kAmaH,B
1561,xur,xaSA,T
1562,pra,hqRyan,T
1563,snigXa,akRaM,B
1564,upa,rAga,T
1565,pANdu,BAvena,T
1566,grahaNIya,arWaM,B
1567,waw,kAlam,T
1568,kqRNa,prAvArakam,T
1569,hiraNya,varNaH,B
1570,yajFa,pAwrANi,T
1571,yogamAyA,samAvqwaH,T
1572,saM,viXiH,T
1573,waw,URare,T
1574,a,puwrA,B
1575,ujjvala,kAnwyA,T
1576,xarSana,ananwaram,T
1577,sa,vEklavyam,B
1578,gqha,svAminA,T
1579,wIkRNa,kaNtakAnAm,T
1580,brAhmaNa,arpaNa,T
1581,suKa,xuHKEH,D
1582,sawya,lokaH,T
1583,na,prayacCanwam,T
1584,kqRNa,cakRuRaH,B
1585,na,kroXaH,T
1586,viwawa,maswakaH,B
1587,na,AmanwriwA,T
1588,xarpa,xalanam,T
1589,su,sUkRmam,T
1590,pari,janaH,T
1591,xik,banXam,T
1592,sawya,niRTa,B
1593,pUrva,kqwam,T
1594,nis,wejAH,B
1595,awi,premNA,T
1596,prabala,prawApI,T
1597,subuxXi,nAmA,B
1598,nyAya,vqwwaH,B
1599,ApaH,mUrwAH,B
1600,manaH,anugAni,B
1601,alpa,icCuH,B
1602,xur,GatanAM,T
1603,na,mqwasya,T
1604,apaXyAna,malaH,B
1605,aXi,gacCawi,T
1606,xur,vqwwaH,B
1607,waw,spqRtaH,T
1608,na,jAnanwI,T
1609,purA,vixaH,A
1610,sva,samaye,T
1611,buxXa,avawAram,T
1612,yaWA,kaWaFcix,A
1613,svAxu,xrumaM,T
1614,SrImaw,Urjiwam,T
1615,xAna,sakweRu,T
1616,nir,maryAxA,B
1617,raNa,pANdiwyam,T
1618,xakRiNa,pAxam,T
1619,gawa,safgasya,B
1620,kqwa,prajFAH,B
1621,yAjFavalkya,purohiwaH,B
1622,Safkiwa,varNaH,B
1623,sarva,priyaH,T
1624,Aloka,viSAlA,B
1625,sapwa,afge,B
1626,meGa3,upamAH,B
1627,kAma,nERTikAn,B
1628,roRa,anviwa,T
1629,SawaGnI,Xenu,T
1630,awi,xoRam,T
1631,kqwa,Axyam,B
1632,puRpa,varRAm,T
1633,cinwya,Awmane,T
1634,pari,rakRanwaH,T
1635,vi,kalpAH,T
1636,vIwa,SokaH,B
1637,sa,anurAgam,B
1638,vi,XUmAyAM,T
1639,buxXa,AwmanAM,B
1640,na,svIkqwya,T
1641,xur,manA,B
1642,svalpa,buxZXiwarAH,B
1643,nir,janAni,B
1644,upAya,nirxeSane,T
1645,aXas,muKa,B
1646,rAma,bANEH,T
1647,kalaBa,upamAH,B
1648,pra,xawwA,T
1649,vIwa,BIH,B
1650,a,vaSEH,B
1651,awi,paruRam,A
1652,jyeRTa,rAjFIm,T
1653,xugXa,muKa,B
1654,paFca,Awmake,B
1655,wrE,lokyasya,T
1656,wri,guNaM,B
1657,prApwa,vayaskAm,B
1658,buxXi,inxriyANAm,T
1659,sa,pANdavaHn,B
1660,prAXyApaka,mahoxayA,T
1661,gqhIwa,avaguNTanA,B
1662,xur,viceRtiwam,T
1663,Bagavaw,xxaRtiH,T
1664,gvAla,bAlakaH,T
1665,rASi,varjyeRu,B
1666,sa,AxaraM,B
1667,niH,svArWam,B
1668,mahaw,iRvAsA,B
1669,svAyamBuva,AxyAH,B
1670,sAhasa,prakqwI,B
1671,inXana,vikrewuH,T
1672,sa,karuNasya,B
1673,vrawa,AxInAm,B
1674,hiraNya,jyowiH,B
1675,nara,siMhaM,T
1676,maxIya,mAnase,T
1677,mukwa,safgaH,B
1678,awi,xAruNAn,T
1679,xIna,manA,B
1680,sa,mOnaM,B
1681,uxXqwa,maryAxEH,B
1682,a,vicArya,T
1683,yaWA,yogaM,A
1684,hEhaya,anvayaH,B
1685,viRtara,SravasAn,B
1686,Awma,SuxXaye,T
1687,pra,kRipawa,T
1688,parama,xuHKAnAM,B
1689,lavaNa,abXO,T
1690,kqwa,sneha,B
1691,krIwa,ullAsA,B
1692,sa,SarIram,B
1693,praXAna,AcAryasya,T
1694,sarva,pANdavAHn,T
1695,a,gopAH,B
1696,Kadga,haswaH,B
1697,SIGra,aswraH,B
1698,nawa,parvaNA,B
1699,gaMgA,waraMgeRu,T
1700,sa,purohiwAH,B
1701,payas,muKam,B
1702,aSma,kuttEH,B
1703,suKa,pUrNam,T
1704,a,peyaM,T
1705,muRti,prakRepEH,T
1706,sa,SawruGnaH,B
1707,prODA3,sulaBAni,T
1708,Aryapuwra,virahiwA,T
1709,pApa,karmaNaH,B
1710,jAwa,xarpaH,B
1711,nir,vikAravAn,B
1712,manuRya,vANyA,T
1713,sa,praSrayam,B
1714,anu,jAwaM,T
1715,ananwa,vIryaH,B
1716,aXigawa,vijayAm,B
1717,yaWA,arWavaw,A
1718,hiraNya,garBaM,B
1719,kqwa,buxZXInAM,B
1720,baxarika,AkArAH,B
1721,BikRA,pAwram,T
1722,yuxXa,kuSalAH,T
1723,vi,XavAnAM,B
1724,puNya,SIlaH,B
1725,na,avasWA,T
1726,iwi,AxIni,B
1727,nava,vaXvA,T
1728,xvi,wrA,B
1729,Baxra,janaH,T
1730,miRta,anne,T
1731,Rat,paxaH,B
1732,sva,mAnase,T
1733,A,rAwri,A
1734,sarva,avasWAsu,T
1735,niwya,SaswraH,B
1736,yaWA,prakqwi,A
1737,puruRa,vyAGra,T
1738,yaw,praBAvaH,B
1739,kRINa,balaH,B
1740,arXa,uwwarA,T
1741,alpa,PalA,B
1742,rAhu,praBqwayaH,B
1743,mahenxra,AxayaH,B
1744,sura,qRiNA,T
1745,AcAra,lakRaNAH,B
1746,nava,vaswUni,T
1747,yuga,AKyAM,B
1748,prAf,muKam,B
1749,hIna,piwwasya,B
1750,a,marRAw,T
1751,mahaw,AwmAnam,B
1752,xUwa,SawAni,T
1753,sam,Agawam,T
1754,mahaw,qRim,T
1755,aXyAwma7,SIlinA,B
1756,sahasra,kavacam,B
1757,Aswikya,buxXiM,T
1758,yawna,kqwaM,T
1759,sawwva,vIryAH,B
1760,arIvehU,nAmnI,B
1761,sAXu,vacaneRu,T
1762,eka,rAwreNa,T
1763,waw,manAH,B
1764,uRNa,vAriNA,T
1765,BUwa,viSiRtAH,T
1766,agni,sAkRi,T
1767,prahqRta,vaxanaH,B
1768,hArixra,varNaM,B
1769,an,iRtAn,T
1770,manxa,rujaM,T
1771,nis,SabxaM,A
1772,hqRta,manasaH,B
1773,sixXa,arWasya,B
1774,baxXa,parikarasya,B
1775,manyu,pafkAm,B
1776,Sawru,saMGAwaM,T
1777,xus,karmA,B
1778,niH,safgaH,B
1779,puruRa,uciwA,T
1780,sa,sanwoRam,B
1781,upavAsa,vrawam,D
1782,su,kumAra,T
1783,pra,caliwA,T
1784,apekRiwa,rUpeNa,T
1785,vipula,SroNI,B
1786,xuHKa,anwam,B
1787,na,Bexyena,T
1788,alpa,vayaskA,B
1789,XUwa,pApmAnaM,B
1790,kapata,miwram,T
1791,Awma,pariwyAgaH,T
1792,rAjan,jyowiRiNA,T
1793,sa,suKam,B
1794,gocara,BUmiH,T
1795,vAwa,upamaH,B
1796,waw,avaboXanAya,T
1797,canxanaxAsa,nAmA,B
1798,saha,parivAra,B
1799,cOrya,rUpasya,B
1800,an,AhiwAgnayaH,B
1801,sura,inxrasya,T
1802,sEnya,Axi,B
1803,sa,SarkaraM,B
1804,upahAsa,miSriwena,T
1805,kalaha,priyAH,B
1806,subAhu,mArIcO,D
1807,puwra,pOwrAn,D
1808,rAma,lakRmaNAByAm,D
1809,kRuw,pipAsayoH,D
1810,Inxra,ISAnayoH,D
1811,Pala,mUlAH,D
1812,vrIhi,yavaM,D
1813,go3,brAhmaNAnAm,D
1814,japa,homAn,D
1815,Agama,anugamaM,D
1816,guNa,prakqwInAm,D
1817,raja,wamoByAM,D
1818,nara,nArAyaNayoH,D
1819,suKa,xuHKayoH,D
1820,wvak,mAMsayoH,D
1821,mArkaNdeya,ASvalAyanO,D
1822,vyakwa,avyakwe,D
1823,xvA,xaSaBiH,D
1824,priya,xveRyANi,D
1825,BUwIka,paFcamUlAByAM,D
1826,niSaTa,unmukO,D
1827,xeha,sawwvayoH,D
1828,pOra,jAnapaxAH,D
1829,priyavrawa,uwwAnapAxO,D
1830,pAyU,upasWO,D
1831,vyAna,uxAnO,D
1832,gavya,mAhiRe,D
1833,elA,guruNI,D
1834,upoxikA,xaXiByAM,D
1835,Suka,sAraNO,D
1836,kara,xehayoH,D
1837,Ahava,AwapAH,D
1838,caNdIprasAxa,saxAnanxO,D
1839,jaya,vijayayoH,D
1840,alaMkaraNa,BojyaM,D
1841,SuBa,aSuBena,D
1842,krimi,kuRTinAm,D
1843,wvak,jihvA,D
1844,kAka,mqgO,D
1845,sukqwa,xuRkqwe,D
1846,kaWA,kAvyAya,D
1847,nAraxa,parvawayoH,D
1848,gawa,Agawam,D
1849,go,brAhmaNAnAm,D
1850,suKa,xuHKeRu,D
1851,somasunxara,vijayaxevayoH,D
1852,Sabxa,sparSO,D
1853,baswi,mehanayoH,D
1854,anwarxXi,pAlinO,D
1855,hari,SafkarayoH,D
1856,vAsanA,snehayoH,D
1857,akRi,xanwe,D
1858,anna,pAne,D
1859,Barawa,SawruGnayoH,D
1860,mqga,SUkarO,D
1861,buxZXi,newrEH,D
1862,agnin,mAruwOn,D
1863,paMca,RANAm,D
1864,sura,xAnavEH,D
1865,rasa,malAByAM,D
1866,vAk,manoByAM,D
1867,XAwA,viXAwArO,D
1868,kIta,pawaMgeRu,D
1869,yakRa,rAkRasAn,D
1870,yamala,arjunayoH,D
1871,uxaya,aswamane,D
1872,bAlaka,bAlikAH,D
1873,iRtikA,praswarANAm,D
1874,pIwa,rakwABiH,D
1875,sixZXa,sAXyayoH,D
1876,AkAra,prakAreNa,D
1877,ahalyA,gOwamayoH,D
1878,piwq,pEwAmahaM,D
1879,sruk,sruvO,D
1880,puNya,pApayoH,D
1881,pawi,pawnyO,D
1882,SiSna,uxaraM,D
1883,maXu,payoByAM,D
1884,kAma,xveRAw,D
1885,sapwalA,SafKinIRu,D
1886,rasaH,sparSe,D
1887,rAmanAWa,guNaSIlAByAm,D
1888,niSvAsa,ucCvAsA,D
1889,sahaxeva,ramAnAWO,D
1890,hikkA,SvAsO,D
1891,svAxu,amlO,D
